lateral_hori_stiffness,lateral_verti_stiffness,diagonal_stiffness,total_twist_deg,twist_0_1_deg,twist_1_2_deg
100,1487,1487,71.4587415127663,36.03054467333685,35.42819683942945
100,1487,1743,59.18342511486646,29.423502888519145,29.75992222634732
100,1487,2043,48.76003213556346,24.129605680704522,24.630426454858945
100,1487,2395,40.438009589956245,20.01357486940599,20.424434720550256
100,1487,2807,33.8610163757275,16.744824096253634,17.116192279473868
100,1487,3290,28.534562788967538,14.086061329991843,14.448501458975693
100,1487,3856,24.152081603075562,11.89171543923878,12.260366163836778
100,1487,4520,20.503669439308172,10.060591052048894,10.443078387259279
100,1487,5298,17.448820497102382,8.524414509571137,8.924405987531246
100,1487,6210,14.875447913937517,7.2292475389914665,7.646200374946052
100,1487,7278,12.70362466723736,6.135264652727023,6.568360014510337
100,1487,8531,10.864807198449887,5.207933542054824,5.656873656395062
100,1487,10000,9.308244341204427,4.421673562212542,4.886570778991883
100,1743,100,98.86102421838893,48.442526953787265,50.41849726460167
100,1743,117,98.59741714348061,48.323261474413094,50.27415566906751
100,1743,137,98.28713363323938,48.182438129880516,50.104695503358855
100,1743,161,97.91460797430994,48.012691631646526,49.901916342663405
100,1743,188,97.49571842712157,47.812709254445906,49.683009172675675
100,1743,221,96.97333347815533,47.5352987230578,49.43803475509752
100,1743,259,96.35577641199849,47.23487840042027,49.12089801157823
100,1743,303,95.39280531616674,46.79988974128806,48.59291557487869
100,1743,356,93.8737074608358,46.10017415804452,47.773533302791286
100,1743,417,78.06890975775141,40.134087334397485,37.93482242335394
100,1743,489,76.20242141302509,38.795791193109714,37.40663021991538
100,1743,573,75.00458266393431,37.93548674140958,37.069095922524724
100,1743,672,74.20684763630051,37.35165150664522,36.8551961296553
100,1743,788,73.63714930680986,36.9354731663101,36.70167614049976
100,1743,923,73.24014020789993,36.66338520875045,36.57675499914947
100,1743,1082,72.96833255030404,36.51519516828828,36.45313738201576
100,1743,1268,72.71498747854453,36.440262268193095,36.274725210351434
100,1743,1487,69.82389555011338,35.069679115596955,34.75421643451642
100,1743,1743,58.23046350119095,28.909743364166626,29.320720137024317
100,1743,2043,48.020225259677545,23.861107382950415,24.159117876727134
100,1743,2395,39.98896025971339,19.87417306860801,20.11478719110538
100,1743,2807,33.56121959171321,16.66888825155426,16.892331340158957
100,1743,3290,28.31537069684449,14.045315903220477,14.270054793624015
100,1743,3856,23.976604107334722,11.873636799210209,12.102967308124516
100,1743,4520,20.35190221876962,10.056701024311014,10.295201194458608
100,1743,5298,17.308568383451604,8.529302720179205,8.7792656632724
100,1743,6210,14.74141964359321,7.239454724527919,7.501964919065292
100,1743,7278,12.572164646229236,6.1483694620976514,6.423795184131585
100,1743,8531,10.732846559976343,5.222271657212025,5.510574902764318
100,1743,10000,9.172632782397354,4.436171037796546,4.736461744600809
100,2043,100,76.94725649100414,36.739512313224644,40.207744177779496
100,2043,117,77.2278074332943,37.12773482334845,40.10007260994586
100,2043,137,77.62024623522755,37.65659906000708,39.96364717522046
100,2043,161,77.98808319393696,38.1958963733828,39.79218682055416
100,2043,188,76.78815846325874,37.93520267884918,38.852955784409566
100,2043,221,75.65529372068366,37.53542627250814,38.11986744817551
100,2043,259,74.55442731246255,37.02271477060487,37.53171254185768
100,2043,303,73.62348591740597,36.524622758696985,37.09886315870898
100,2043,356,72.99381797606823,36.17986581823895,36.81395215782928
100,2043,417,72.6318475305891,35.99407038908441,36.637777141504685
100,2043,489,72.3761275175649,35.86481365858933,36.51131385897557
100,2043,573,72.1910856941179,35.77421019745757,36.416875496660325
100,2043,672,72.06767517752893,35.72760169005586,36.340073487473056
100,2043,788,71.96293299006686,35.69956167974543,36.263371310321425
100,2043,923,71.89112285767114,35.69715855357236,36.193964304098785
100,2043,1082,71.85219512089301,35.738343216518764,36.11385190437424
100,2043,1268,71.76198801963447,35.79319638953408,35.96879163010039
100,2043,1487,68.28836120219869,34.22070419415232,34.06765700804636
100,2043,1743,57.040202027010295,28.384639472785498,28.655562554224797
100,2043,2043,47.34154107590019,23.57867496002923,23.762866115870963
100,2043,2395,39.57223193493093,19.711345793089134,19.8608861418418
100,2043,2807,33.28890766210991,16.574991736182163,16.713915925927743
100,2043,3290,28.124743598805043,13.992752918631718,14.131990680173326
100,2043,3856,23.835452355095786,11.844658295804182,11.990794059291602
